slug,name_zh,name_en,gender,birth_date,birth_date_precision,birth_date_text,death_date,status,birthplace,current_location,father_slug,mother_slug,intro,tags,is_featured,primary_source_ids,evidence_status,review_status,notes
zhang-meng,,Zhang Meng,female,2014-07-07,day,July 7 2014,,unknown,"CCRCGP Ya'an Bifengxia Base, Ya'an, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program female giant panda listed by GPG as born at Ya'an Bifengxia and released to Liziping Nature Reserve in 2016.","china-domestic;ccrcgp-yaan-base;reintroduction-program;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_in_the_wild_reintroduction;src_gpg_huayan_zhangmeng_reintroduction,needs_primary_source,draft,"Post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
ying-xue-reintroduced,,Ying Xue,female,2015-07-12,day,July 12 2015,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program female giant panda listed by GPG as born at Wolong Hetaoping and released to the wild in 2017.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_in_the_wild_reintroduction,needs_primary_source,draft,"Post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
ba-xi-reintroduced,,Ba Xi,male,2015-07-26,day,July 26 2015,,unknown,"CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China","Reintroduced in the wild",,,"Reintroduction-program male giant panda listed by GPG as born at Wolong Hetaoping and released to the wild in 2017.","china-domestic;reintroduction-program;gpg-index",false,src_gpg_in_the_wild_reintroduction,needs_primary_source,draft,"Uses suffix to avoid Chongqing Ba Xiaobao row; post-release survival/current status and primary CCRCGP/studbook confirmation still needed."
bing-qing-hetaoping,,Bing Qing,male,2014-08-12,day,August 12 2014,,alive,"CCRCGP Dujiangyan Base, Sichuan Province, China","CCRCGP Wolong Hetaoping Base, Wolong, Sichuan Province, China",,,"Hetaoping previous male giant panda captured from GPG Hetaoping Base index.","china-domestic;ccrcgp-wolong-hetaoping-base;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_wolong_hetaoping_profiles,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; current status and primary CCRCGP/studbook confirmation still needed."
xian-xian-hetaoping,,Xian Xian,male,2014-08-15,day,August 15 2014,,alive,"CCRCGP Dujiangyan Base, Sichuan Province, China","CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Dujiangyan current male giant panda also listed as a Hetaoping previous panda in GPG indexes.","china-domestic;ccrcgp-dujiangyan-base;ccrcgp-wolong-hetaoping-base;gpg-index",false,src_gpg_wolong_hetaoping_profiles;src_gpg_dujiangyan_profiles,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; primary CCRCGP/studbook confirmation still needed."
fa-fa-dujiangyan,,Fa Fa,male,2014-08-10,day,August 10 2014,,alive,,"CCRCGP Dujiangyan Base, Sichuan Province, China",,,"Living Dujiangyan Base male giant panda captured from GPG Dujiangyan current index.","china-domestic;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_profiles,needs_primary_source,draft,"Uses suffix to avoid future same-name rows; birthplace and primary CCRCGP/studbook confirmation still needed."
qing-lu,,Qing Lu,female,2021-08-06,day,August 6 2021,,alive,,"Leheledu Animal Theme Park, Yongchuan, Chongqing Municipality, China",,,"Living Leheledu Animal Theme Park female giant panda captured from GPG Dujiangyan previous index.","china-domestic;leheledu-animal-theme-park;ccrcgp-dujiangyan-base;gpg-index",false,src_gpg_dujiangyan_previous_page_5,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
shui-ling-beijing,,Shui Ling,female,,year_text,2007,2010-07-05,deceased,,"Beijing Zoo, Beijing, China",,,"Female Beijing Olympic Panda House giant panda reported by China Daily as born in 2007 and deceased at Beijing Zoo on 2010-07-05.","china-domestic;beijing-zoo;historic;deceased;official-media",false,src_chinadaily_shuiling_death;src_chinadaily_langlang_death,partial,draft,"Exact full birth date and primary Beijing Zoo/CCRCGP/studbook confirmation still needed."
lang-lang-nanjing,,Lang Lang,male,,year_text,2006,2010-12-16,deceased,"Wolong, Sichuan Province, China","Nanjing Hongshan Forest Zoo, Nanjing, Jiangsu Province, China",,,"Male Wolong-born Olympic panda and twin brother of Cui Cui; died at Nanjing Hongshan Forest Zoo on 2010-12-16.","china-domestic;nanjing-hongshan;historic;deceased;official-media;gpg-index",false,src_chinadaily_langlang_death;src_gpg_cuicui_duoduo_left_nanjing,partial,draft,"Exact full birth date, parents, and primary Nanjing/CCRCGP/studbook confirmation still needed."
quan-quan-jinan,,Quan Quan,female,,year_text,1989,2010-07-22,deceased,,"Jinan Zoo, Jinan, Shandong Province, China",,,"Female Jinan Zoo giant panda reported by China Daily as a 20-year-old/21-year-old panda that died after toxic gas exposure on 2010-07-22.","china-domestic;jinan-zoo;historic;deceased;official-media",false,src_chinadaily_historic_panda_deaths_2015;src_chinadaily_langlang_death,partial,draft,"Approximate birth year inferred from age reports; kept separate from older Chengdu Quan Quan/Sha Yan row pending studbook reconciliation."
da-bao-shaanxi,,Da Bao,female,,age_text,8 years old in 2015,2015-01-04,deceased,,"Shaanxi Rare Wildlife Rescue and Breeding Research Center, Shaanxi, China",,,"Female Shaanxi rescue-center giant panda reported by China Daily as an eight-year-old that died of canine distemper on 2015-01-04.","china-domestic;qinling-shaanxi;historic;deceased;official-media",false,src_chinadaily_historic_panda_deaths_2015,partial,draft,"Birth year is age-derived; exact birth date, Chinese characters, and primary Shaanxi center/studbook confirmation still needed."
cheng-cheng-shaanxi,,Cheng Cheng,unknown,,age_text,8 years old in 2014,2014-12-09,deceased,,"Shaanxi Rare Wildlife Rescue and Breeding Research Center, Shaanxi, China",,,"Shaanxi rescue-center giant panda reported by China Daily as an eight-year-old that died of canine distemper on 2014-12-09.","china-domestic;qinling-shaanxi;historic;deceased;official-media",false,src_chinadaily_historic_panda_deaths_2015,partial,draft,"Kept separate from older Adventure World/Hangzhou Cheng Cheng row; sex, exact birth date, Chinese characters, and primary Shaanxi center/studbook confirmation still needed."
xing-xing-macao-death,,Xing Xing,unknown,,age_text,6 years old in 2014,2014-06-22,deceased,,"Macao, China",,,"Macao giant panda reported by China Daily as a six-year-old that died on 2014-06-22 of kidney failure and hemorrhagic colitis.","china-domestic;macao;historic;deceased;official-media",false,src_chinadaily_historic_panda_deaths_2015,partial,draft,"Kept separate from Kobe, Chengdu, Mianyang, Chongqing, and Malaysia Xing Xing rows; sex, exact birth date, facility, and primary Macao/studbook confirmation still needed."
tao-tao-jinan,,Tao Tao,female,,age_text,36 years old in 2007,2007-10-08,deceased,,"Jinan Zoo, Jinan, Shandong Province, China",,,"Female Jinan Zoo giant panda reported by China Daily as a 36-year-old that died of hypertension on 2007-10-08.","china-domestic;jinan-zoo;historic;deceased;official-media",false,src_chinadaily_historic_panda_deaths_2015,partial,draft,"Kept separate from Fuzhou, Linhu, and reintroduction Tao Tao rows; exact birth date and primary Jinan/studbook confirmation still needed."
he-sheng,,He Sheng,male,2013-07-23,day,July 23 2013,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG global living index page 12.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_12,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
nan-nan-chengdu-2013,,Nan Nan,female,2013-08-06,day,August 6 2013,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 12.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_12,needs_primary_source,draft,"Uses suffix to avoid historic Chongqing/Shanghai/Lanzhou Nan Nan rows; primary holder/studbook confirmation still needed."
qian-qian-chengdu-2013,,Qian Qian,female,2013-08-06,day,August 6 2013,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 12.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_12,needs_primary_source,draft,"Uses suffix to avoid older Shanghai-lineage Qian Qian row; primary holder/studbook confirmation still needed."
xi-xi-daqingshan,,Xi Xi,female,2013-08-14,day,August 14 2013,,alive,,"Daqingshan Safari Park, Hohhot, Inner Mongolia, China",,,"Living Daqingshan Safari Park female giant panda captured from GPG global living index page 12.","china-domestic;daqingshan-safari-park;gpg-index",false,src_gpg_meet_world_page_12,needs_primary_source,draft,"Uses suffix to avoid other Xi Xi rows; primary holder/studbook confirmation still needed."
san-er,,San Er,female,2013-08-19,day,August 19 2013,,alive,,"Daqingshan Safari Park, Hohhot, Inner Mongolia, China",,,"Living Daqingshan Safari Park female giant panda captured from GPG global living index page 13.","china-domestic;daqingshan-safari-park;gpg-index",false,src_gpg_meet_world_page_13,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
qi-qiao,,Qi Qiao,female,2014-08-02,day,August 2 2014,,alive,,"Ordos Wildlife Park, Ordos, Inner Mongolia, China",,,"Living Ordos Wildlife Park female giant panda captured from GPG global living index page 14.","china-domestic;ordos-wildlife-park;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
qi-xi,,Qi Xi,female,2014-08-03,day,August 3 2014,,alive,,"Ordos Wildlife Park, Ordos, Inner Mongolia, China",,,"Living Ordos Wildlife Park female giant panda captured from GPG global living index page 14.","china-domestic;ordos-wildlife-park;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
ying-bang-ouhin,,Ying Bang (Ou Hin),female,2014-12-02,day,December 2 2014,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 14.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Uses bilingual name from GPG listing; primary holder/studbook confirmation still needed."
tao-bang-touhin,,Tao Bang (Tou Hin),female,2014-12-02,day,December 2 2014,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 14.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Uses bilingual name from GPG listing; primary holder/studbook confirmation still needed."
olympia,,Olympia,female,2015-06-21,day,June 21 2015,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 14.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
fu-wa-chengdu-2015,,Fu Wa,female,2015-06-21,day,June 21 2015,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 14.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_14,needs_primary_source,draft,"Uses suffix to avoid Malaysia male Fu Wa/Xing Xing and Chengdu/Mianyang 2003 Fu Wa rows; primary holder/studbook confirmation still needed."
bao-ge,,Bao Ge,male,2019-07-06,day,July 6 2019,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base male giant panda captured from GPG global living index page 21.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
bao-mei-chengdu-2019,,Bao Mei,female,2019-07-06,day,July 6 2019,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 21.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Uses suffix to avoid Belgium-born Bao Mei; primary holder/studbook confirmation still needed."
fu-tao,,Fu Tao,male,2019-07-09,day,July 9 2019,,alive,,"CCRCGP Ya'an Base, Ya'an, Sichuan Province, China",,,"Living CCRCGP Ya'an Base male giant panda captured from GPG global living index page 21.","china-domestic;ccrcgp-yaan-base;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
fu-lin-yaan-2019,,Fu Lin,female,2019-07-09,day,July 9 2019,,alive,,"CCRCGP Ya'an Base, Ya'an, Sichuan Province, China",,,"Living CCRCGP Ya'an Base female giant panda captured from GPG global living index page 21.","china-domestic;ccrcgp-yaan-base;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Uses suffix to avoid Vienna Fu Lin/Fu Long contexts; primary holder/studbook confirmation still needed."
xi-yue-yueyang,,Xi Yue,female,2019-08-13,day,August 13 2019,,alive,,"Yueyang Chinese Giant Panda Garden, Yueyang, Hunan Province, China",,,"Living Yueyang Chinese Giant Panda Garden female giant panda captured from GPG global living index page 21.","china-domestic;yueyang-chinese-giant-panda-garden;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
ya-nan,,Ya Nan,male,2019-08-14,day,August 14 2019,,alive,,"Qinhuangdao Safari Park, Qinhuangdao, Hebei Province, China",,,"Living Qinhuangdao Safari Park male giant panda captured from GPG global living index page 21.","china-domestic;qinhuangdao-safari-park;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
xing-ye,,Xing Ye,male,2019-08-20,day,August 20 2019,,alive,,"CCRCGP Wolong Gengda Base, Wolong, Sichuan Province, China",,,"Living CCRCGP Wolong Gengda Base male giant panda captured from GPG global living index page 21.","china-domestic;ccrcgp-wolong-gengda-base;gpg-index",false,src_gpg_meet_world_page_21,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
gong-xi,,Gong Xi,female,2021-07-23,day,July 23 2021,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Living Chengdu Panda Base female giant panda captured from GPG global living index page 24.","china-domestic;chengdu-panda-base;gpg-index",false,src_gpg_meet_world_page_24,needs_primary_source,draft,"Primary holder/studbook confirmation still needed."
